ADDRESS,YEAR BUILT, SALE PRICE 
"700 PACIFIC STREET, 311",,0
"535 DEAN STREET, 315",,"2,175,000"
"700 PACIFIC ST, 509",,"1,270,000"
"700 PACIFIC STREET, 510",,"1,024,000"
"700 PACIFIC ST, 705",,0
"700 PACIFIC STREET, 106",,"2,440,000"
"700 PACIFIC STREET, 116",,0
"700 PACIFIC STREET, 130",,"995,000"
"550 VANDERBILT AVENUE, 206",2015,"960,000"
"550 VANDERBILT AVENUE, 222",2015,"1,075,000"
"550 VANDERBILT AVENUE, 309",2015,"934,000"
"550 VANDERBILT AVENUE, 311",2015,"690,000"
"550 VANDERBILT AVENUE, 325",2015,"1,757,500"
"550 VANDERBILT AVENUE, 411",2015,"660,000"
"550 VANDERBILT AVENUE, 426",2015,"990,000"
"550 VANDERBILT AVENUE, 525",2015,"1,825,000"
"550 VANDERBILT AVENUE, 612",2015,"650,000"
"550 VANDERBILT AVENUE, 623",2015,"1,150,000"
"550 VANDERBILT AVENUE, 721",2015,0
"550 VANDERBILT AVENUE, 721",2015,"700,000"
"550 VANDERBILT AVENUE, 803",2015,"982,000"
"550 VANDERBILT AVENUE, 816",2015,"688,000"
"550 VANDERBILT AVENUE, 902",2015,"1,910,000"
"550 VANDERBILT AVENUE, 903",2015,"1,530,000"
"550 VANDERBILT AVENUE, 1003",2015,"1,590,000"
"550 VANDERBILT AVENUE, 1119",2015,"3,056,000"
"550 VANDERBILT AVENUE, 1503",2015,"1,670,000"
"550 VANDERBILT AVENUE, 1515",2015,"854,000"
"550 VANDERBILT AVENUE, 1601",2015,0
"550 VANDERBILT AVENUE, 1615",2015,"1,750,000"
"550 VANDERBILT AVENUE, PHE",2015,"4,550,000"
"35 UNDERHILL AVENUE, A4D",,"1,795,000"
"35 UNDERHILL AVENUE, B2G",,0
"35 UNDERHILL AVE, B2H",,"1,481,000"
"238 ST MARKS AVENUE, 5B",2008,"1,100,000"
"280 ST MARKS AVE, TH-H",2016,"2,600,000"
"280 ST. MARKS AVENUE, 3H",2016,"3,440,000"
"324 ST. MARKS AVENUE, 4W",2006,"1,685,000"
"338 PROSPECT PLACE, 3D",1923,"705,000"
"44 BUTLER PLACE, 3H",1925,"700,000"
"44 BUTLER PLACE, 4E",1925,"1,575,000"
"44 BUTLER PLACE, 4G",1925,"1,200,000"
"1 GRAND ARMY PLAZA, 12A",,0
"1 GRAND ARMY PLAZA, 12B",,0
"1 GRAND ARMY PLAZA, 14B",,10
"1 GRAND ARMY PLAZA, 14D",,"4,500,000"
583 VANDERBILT AVE,1930,0
581 VANDERBILT AVENUE,1931,"3,000,000"
"499 DEAN STREET, 1A",1930,"1,999,000"
"870 PACIFIC STREET, 1F",2008,"975,000"
"870 PACIFIC STREET, 4R",2008,"1,510,000"
"737 BERGEN STREET, 3A",2014,"775,000"
"735 BERGEN STREET, 3B",2014,"690,000"
"177 ST MARKS AVE, 3",1900,"1,100,000"
"251 ST MARKS AVENUE, 1A",1930,"1,795,000"
"251 ST MARKS AVENUE, 2A",1930,"1,835,000"
"251 ST MARKS AVENUE, 3A",1930,"2,100,000"
"251 ST MARKS AVENUE, 3B",1930,"1,635,000"
"251 ST MARKS AVENUE, 4A",1930,"1,925,000"
"251 ST MARKS AVENUE, 4B",1930,"1,095,000"
"184 SAINT MARKS AVE, 1",1931,"2,550,000"
"184 SAINT MARKS AVE, 2",1931,"1,700,000"
"184 ST MARKS AVE, 3",1931,"1,675,000"
"184 SAINT MARKS AVE, 4",1931,"1,705,000"
"272 ST MARKS AVENUE, 2R",2008,"1,300,000"
"349 PROSPECT PLACE, 1",2022,"1,810,000"
"349 PROSPECT PLACE, 2",2022,"1,890,000"
"349 PROSPECT PLACE, 3F",2022,"849,000"
"349 PROSPECT PLACE, 3R",2022,"810,000"
"373 PROSPECT PLACE, 1F",2019,"1,670,000"
"373 PROSPECT PLACE, 1R",2019,"1,875,000"
"373 PROSPECT PLACE, 3F",2019,"2,548,041"
"373 PROSPECT PLACE, 2R",2019,"1,686,033"
"373 PROSPECT PLACE, 3R",2019,"1,625,000"
"373 PROSPECT PLACE, 4R",2019,"2,075,000"
"203 PARK PLACE, 1F",1930,0
"203 PARK PLACE, 2R",1900,"950,000"
"206 PROSPECT PLACE, 2",1931,"1,807,394"
"377 STERLING PLACE, 2",,"1,729,000"
"806 WASHINGTON AVENUE, 4D",1910,"530,000"
870-878 ATLANTIC AVENUE,1980,"20,000,000"
357 FLATBUSH AVENUE,1915,"11,606,380"
"664 BERGEN STREET, 1",1930,0
"664 BERGEN STREET, 2",1930,0
888 ATLANTIC AVENUE,,"20,000,000"
597 BERGEN STREET,,0
N/A BERGEN STREET,,0
N/A BERGEN STREET,,0
606 DEAN STREET,1950,"3,850,000"
N/A DEAN STREET,,0
"659 BERGEN STREET, P2",2008,"90,000"
"336 SAINT MARKS AVENUE, PS8",2014,"10,000"
"336 SAINT MARKS AVENUE, PS10",2014,"10,000"
"222 PARK PLACE, PS2",2004,"1,785,600"
"222 PARK PLACE, PS4",2004,"150,000"
"550 VANDERBILT AVENUE, RETA",2015,"5,800,000"
"550 VANDERBILT AVENUE, RETB",2015,"5,800,000"
"550 VANDERBILT AVENUE, RETC",2015,"5,800,000"
"806 WASHINGTON AVENUE, 3D",1910,"485,000"
73 VERONA STREET,1899,"1,225,000"
97 KING STREET,1931,0
142 DIKEMAN STREET,2020,"2,650,000"
37 WOLCOTT STREET,1899,"2,303,578"
171 DIKEMAN,1899,0
162 COFFEY STREET,1930,"990,000"
71 DIKEMAN STREET,1899,0
199 RICHARDS ST,1925,0
430 VAN BRUNT STREET,2017,"2,222,000"
282 VAN BRUNT STREET,1921,0
80 VISITATION PLACE,1899,0
439 COLUMBIA ST,1925,"700,000"
33 WOLCOTT STREET,1899,0
28 DIKEMAN STREET,1899,"1,065,000"
138 COFFEY STREET,1899,"2,775,000"
101 DIKEMAN STREET,1899,"1,615,000"
23 DIKEMAN STREET,1899,0
366 COLUMBIA STREET,1899,"990,000"
244 VAN BRUNT STREET,1899,0
80 PIONEER STREET,1931,"1,975,000"
115 SULLIVAN STREET,2004,0
88 DIKEMAN STREET,1901,0
371 VAN BRUNT STREET,1899,"3,150,000"
428 VAN BRUNT STREET,1925,"1,350,000"
"108 KING STREET, 1",2020,"2,175,000"
"199 CONOVER STREET, TH-B",2021,"1,366,492"
"199 CONOVER STREET, TH-D",2021,"2,035,000"
"199 CONOVER STREET, TH-H",2021,"1,739,171"
"199 CONOVER STREET, GDNB",2021,"2,150,000"
"199 CONOVER STREET, 2A",2021,"1,712,000"
"199 CONOVER STREET, 2B",2021,"1,527,375"
"189 CONOVER STREET, 3E",2021,"1,384,820"
"199 CONOVER STREET, 3G",2021,"1,449,352"
94 KING STREET,,"10,000"
90 DIKEMAN STREET,,0
96 COFFEY STREET,2023,"1,430,000"
98 COFFEY STREET,2023,"1,430,000"
"79 WOLCOTT STREET, 404",2006,"1,150,000"
"199 CONOVER STREET, TH-A",2021,"1,650,000"
"199 CONOVER STREET, TH-C",2021,"1,450,000"
"189 CONOVER STREET, TH-E",2021,"952,064"
"199 CONOVER STREET, GDNC",2021,"999,000"
"199 CONOVER STREET, PH-3C",2021,"1,835,000"
"189 CONOVER, 3F",2021,"933,441"
"160 IMLAY STREET, 4D2",1913,0
"160 IMLAY, 5A1",1913,"2,287,500"
"160 IMLAY STREET, 5B1",1913,"2,625,000"
"160 IMLAY, 5C1",1913,"2,975,000"
"160 IMLAY STREET, 5E2",1913,"2,350,000"
"160 IMLAY STREET, 6B1",1913,"2,725,000"
"160 IMLAY STREET, 6C1",1913,"1,650,000"
"160 IMLAY STREET, 6E1",1913,"1,999,900"
"160 IMLAY STREET, PH-C3",1913,"2,400,000"
251 VAN BRUNT STREET,1921,0
361 VAN BRUNT,1925,"2,350,000"
85 COFFEY STREET,1931,"2,250,000"
237 VAN BRUNT STREET,,"1,500,000"
235 VAN BRUNT STREET,,"1,500,000"
40 OTSEGO STREET,,"700,000"
207 VAN BRUNT STREET,1956,"3,600,000"
270 VAN BRUNT STREET,1971,0
185 VAN DYKE STREET,1920,"27,500,000"
8 VAN BRUNT STREET,,0
N/A VAN BRUNT STREET,,0
N/A VAN BRUNT STREET,,0
N/A CLINTON STREET,,0
274 VAN BRUNT STREET,,0
N/A VERONA STREET,,0
114 VERONA STREET,,0
118 VERONA STREET,,0
125 IMLAY STREET,,0
"199 CONOVER STREET, P1",2021,"1,739,171"
"199 CONOVER STREET, P2",2021,"1,366,492"
"199 CONOVER STREET, P5",2021,"1,835,000"
"189 CONOVER STREET, P6",2021,"1,384,820"
"199 CONOVER STREET, P7",2021,"2,150,000"
"199 CONOVER STREET, P8",2021,"1,712,000"
"199 CONOVER STREET, P9",2021,"2,035,000"
"199 CONOVER STREET, P10",2021,"1,650,000"
"199 CONOVER STREET, P14",2021,"56,000"
3865 POPLAR AVENUE,1960,"598,500"
3756 BAYVIEW AVENUE,1985,0
3736 BAY VIEW AVENUE,1985,"600,000"
3707 POLAR ST,1985,0
3707 POLAR STREET,1985,"650,000"
3748 POLAR STREET,1980,"565,000"
3734 POLAR STREET,1980,0
3741 MAPLE AVENUE,1925,"918,000"
3908 CYPRESS AVENUE,1960,"850,000"
3742 CYPRESS AVE,1945,"780,000"
3720 CYPRESS AVENUE,1930,"550,000"
3913 LYME AVE,1901,"925,000"
3832 LYME AVENUE,1995,"1,600,000"
4330 MANHATTAN AVE,1970,"760,000"
3843 OCEANIC AVENUE,2004,0
4207 BEACH 42 STREET,1960,"699,000"
5127 OCEAN VIEW AVENUE,1965,"1,550,000"
5005 BEACH 50TH,1925,"1,375,000"
5005 BEACH 50TH STREET,1925,0
4529 BEACH 45TH STREET,1965,"759,500"
4407 BEACH 44 STREET,1950,0
3840 ATLANTIC AVENUE,1965,0
4213 SEA GATE AVENUE,1925,"1,100,000"
3839 NEPTUNE AVENUE,1935,"745,000"
3841 NEPTUNE AVENUE,1935,"770,000"
3704 LYME AVENUE,1940,"750,000"
3743 NEPTUNE AVENUE,1925,0
5007 SURF AVENUE,1930,0
5011 SURF AVENUE,1930,"999,000"
"3844 NAUTILUS AVENUE, 8",1944,0
3832 NAUTILUS AVENUE,1930,"700,000"
3811 OCEANIC AVENUE,1935,0
4218 SURF AVENUE,1960,0
3708 NAUTILUS AVENUE,1947,0
3768 SURF AVENUE,1930,10
4624 BEACH 46TH,1901,0
4610 SURF AVENUE,1925,"590,000"
4604 SURF AVENUE,1925,"485,000"
4404 ATLANTIC AVENUE,1930,"760,000"
3838 ATLANTIC AVENUE,1965,0
3742 ATLANTIC AVENUE,2015,0
3712 CYPRESS AVENUE,1925,"999,500"
3851 LYME AVENUE,1935,0
3743 MERMAID AVENUE,1920,"1,160,000"
3774 SURF AVENUE,1920,0
"3815 ATLANTIC AVENUE, 6",1930,0
"3752 NEPTUNE AVENUE, 1C",2006,0
"4302 MANHATTAN AVENUE, A2",,"575,000"
"3719 MERMAID AVENUE, 2B",,0
"3732 OCEANIC AVENUE, A2",2006,"405,000"
N/A OCEAN VIEW AVENUE,,"1,550,000"
N/A MANHATTAN AVENUE,,0
N/A OCEANIC AVENUE,,"700,000"
4500 BEACH 45 STREET,,"1,000,000"
4218 ATLANTIC AVENUE,,"750,000"
3815 SEAGATE AVENUE,1930,0
"4051 ATLANTIC AVENUE, 6",1930,0
2154 EAST 12TH STREET,1920,0
1248 AVENUE U,1927,"1,573,000"
2129 EAST 13TH STREET,1920,0
2019 AVENUE V,1925,"620,000"
2189 EAST 21ST STREET,1920,0
2118 EAST 23RD STREET,1925,0
2164 E 24 ST,1940,0
2144 EAST 26TH STREET,1940,0
2140 EAST 28 STREET,1940,"795,000"
2140 EAST 28TH STREET,1940,"500,000"
2177 EAST 29TH STREET,1940,0
2149 EAST 29TH STREET,1940,0
2147 EAST 29TH STREET,1940,"950,000"
2145 EAST 29TH STREET,1940,"850,000"
2957 AVENUE V,1950,"690,000"
2179 BATCHELDER STREET,1950,"760,000"
2173 BATCHELDER STREET,1950,0
2157 BATCHELDER STREET,1950,"540,000"
2119 BATCHELDER STREET,1950,0
2115 FORD STREET,1940,"700,000"
1027 AVENUE W,1930,0
1224 AVENUE V,1920,"1,150,000"
2220 HOMECREST AVENUE,1925,0
2248 HOMECREST AVE,1925,0
2268 HOMECREST AVENUE,1925,0
2247 EAST 12TH STREET,1925,"750,500"
2241 EAST 12TH STREET,1920,"990,000"
2254 EAST 14 STREET,1920,"825,000"
2260 EAST 14TH STREET,1920,"750,000"
2261 EAST 13 STREET,1925,0
2224 EAST 15TH STREET,1925,0
2236 EAST 15TH STREET,1925,0
2204 EAST 16TH STREET,1960,"650,000"
2218 EAST 16TH STREET,1960,"830,000"
2253 EAST 15TH STREET,1920,0
1715 AVENUE W,1945,"780,000"
1701 AVE W,1945,0
1700 GRAVESEND NECK ROAD,1945,0
4362 BEDFORD AVENUE,1940,0
2209 EAST 27TH STREET,1955,0
2204 EAST 29TH STREET,1940,"730,000"
2206 EAST 29TH STREET,1940,0
2210 EAST 29TH STREET,1940,0
2216 E 29TH ST,1940,10
2287 EAST 28TH STREET,1940,"850,000"
2267 EAST 29TH STREET,1945,"835,000"
2277 EAST 28TH STREET,1940,0
2369 EAST 12TH STREET,1930,0
2348 EAST 13TH STREET,1925,"723,000"
2326 EAST 18TH STREET,1945,0
2350 EAST 18TH STREET,1945,0
2364 EAST 18TH STREET,1945,0
2319 EAST 18TH STREET,1930,0
2370 EAST 21ST STREET,1925,0
2382 EAST 21ST STREET,1930,0
4413 BEDFORD AVE,1940,0
4375 BEDFORD AVE,1940,"980,000"
2318 KNAPP STREET,1925,"659,000"
2326 KNAPP STREET,1925,"550,000"
2434 EAST 11TH STREET,1925,"840,000"
1724 AVENUE X,1930,"1,335,000"
2442 EAST 18TH STREET,1930,0
2444 EAST 18TH STREET,1930,0
2472 EAST 18TH STREET,1930,0
2476 EAST 18 STREET,1930,0
2723 AVENUE Y,1940,"985,000"
2815 AVENUE Y,1940,"865,000"
2811 AVENUE Y,1940,"980,000"
2805 AVENUE Y,1947,0
2803 AVENUE Y,1940,"997,000"
23 MARGARET CT,1920,"25,000"
2533 EAST 13TH STREET,1940,0
2552 EAST 15TH STREET,1925,"700,000"
4532 BEDFORD AVE,1930,0
4533 BEDFORD AVENUE,1940,0
2518 EAST 22ND STREET,1930,"898,000"
2560 EAST 22ND STREET,1930,0
2540 EAST 29TH STREET,1920,"775,000"
2557 EAST 29TH STREET,1945,0
2503 EAST 29TH STREET,1945,"725,000"
2616 EAST 11TH STREET,1955,"875,000"
1111 WILLIAMS CT,2018,"780,000"
2644 EAST 19 STREET,1930,0
2644 EAST 19TH STREET,1930,"1,997,500"
2666 EAST 21ST STREET,1910,0
2670 EAST 26TH STREET,1925,"1,100,000"
2643 EAST 26TH STREET,1930,"970,000"
2630 EAST 29TH STREET,1950,0
2811 VOORHIES AVENUE,1950,"865,000"
2803 VOORHIES AVENUE,1950,"855,000"
3033 VOORHIES AVENUE,1930,0
3023 VOORHIES AVENUE,1930,0
1112 BLAKE COURT,1930,0
3302 SHORE PARKWAY,1930,"424,711"
3306 SHORE PARKWAY,1930,"680,000"
2740 EAST 21ST ST,1920,"890,000"
75 DOOLEY STREET,1901,"489,575"
2818 VOORHIES AVENUE,1899,"625,000"
2904 VOORHIES AVENUE,1925,"1,350,000"
7 CANDA AVENUE,1920,"356,250"
7 CANDA AVENUE,1920,"517,784"
3975 NOSTRAND AVENUE,1960,0
2822 HARING STREET,1920,"485,000"
14A LAKE AVENUE,1920,"916,545"
25 LINCOLN TERRACE,1920,"418,000"
4 LAKE AVENUE,1920,"480,000"
2790 BROWN STREET,1920,0
16A DUNNE PLACE,1920,0
16A DUNNE PLACE,1920,"331,000"
28 STANTON ROAD,2018,"399,999"
2791 FORD STREET,1920,"860,000"
3092 EMMONS AVENUE,1925,"240,000"
2118 EAST 12TH STREET,1920,0
2160 EAST 12TH STREET,1920,0
2156 HOMECREST AVENUE,1930,0
2156 HOMECREST AVENUE,1930,0
2147 HOMECREST AVENUE,1930,"1,275,000"
2114 EAST 15TH STREET,1925,0
2158 EAST 15TH STREET,1945,0
2125 EAST 15TH STREET,1925,"975,000"
2133 EAST 17TH STREET,1930,0
1911 AVENUE V,1925,0
2221 EAST 21ST STREET,1920,10
2133 EAST 22ND STREET,1925,0
2312 AVENUE U,1920,"1,350,000"
2137 EAST 23RD STREET,1930,0
4214 BEDFORD AVENUE,1930,0
2117 EAST 27TH STREET,1925,0
2155 EAST 28TH STREET,1940,"795,000"
2168 EAST 29TH STREET,1940,0
2142 HARING STREET,1950,"850,000"
2152 BROWN STREET,1955,0
2169 BROWN STREET,1950,"850,000"
2102 FORD STREET,1950,"720,000"
2212 EAST 12TH STREET,1950,0
2220 EAST 13TH STREET,1925,"1,425,000"
2226 EAST 13TH STREET,1925,0
2223 E 15TH ST,1920,0
2231 EAST 18 STREET,1920,"900,000"
2231 EAST 18TH STREET,1920,"990,000"
2272 EAST 22ND STREET,1925,0
2258 E 23RD ST,1930,0
4317 BEDFORD AVENUE,1940,0
2238 EAST 27TH STREET,1950,"740,000"
2265 EAST 26TH STREET,1940,0
2262 EAST 28TH STREET,1950,0
2701 AVENUE W,1950,"990,000"
2265 EAST 27TH STREET,1950,0
2265 EAST 27TH STREET,1950,"860,000"
2219 EAST 27TH STREET,1940,"1,200,000"
2240 EAST 29TH STREET,1940,0
2264 EAST 29TH STREET,1940,0
2264 EAST 29TH STREET,1940,"899,000"
2233 EAST 29TH STREET,1940,"920,000"
2213 EAST 29TH STREET,1940,0
1021 CRAWFORD AVENUE,1920,0
1042 CRAWFORD AVENUE,1930,"1,100,000"
1210 AVENUE W,1920,"950,000"
2366 EAST 15TH STREET,1930,0
2368 EAST 17TH STREET,1940,0
2384 EAST 17TH STREET,1940,"1,325,000"
1819 AVENUE X,1920,0
2327 EAST 18TH STREET,1930,"888,168"
2313 EAST 18TH STREET,1930,0
1907 AVENUE X,1920,"999,999"
2308 EAST 22ND STREET,1925,0
2332 EAST 22ND STREET,1925,0
2354 EAST 22ND STREET,1925,"1,368,000"
2352 EAST 24TH STREET,1925,0
2327 EAST 23RD STREET,1930,"900,000"
2365 EAST 24TH STREET,1930,0
2353 EAST 24TH STREET,1930,0
2511 AVENUE X,1940,"980,000"
2602 AVENUE W,1940,"999,000"
2334 EAST 27TH STREET,1950,0
2338 EAST 27TH STREET,1950,0
2338 EAST 27TH STREET,1950,0
2327 EAST 26TH STREET,1950,0
2702 AVENUE W,1950,"998,000"
2716 AVENUE W,1950,0
2369 EAST 27TH STREET,1940,"1,130,000"
2357 EAST 27TH STREET,1950,"985,000"
2351 EAST 27TH STREET,1950,"995,000"
2339 EAST 27TH STREET,1950,0
2329 EAST 27TH STREET,1950,0
2802 AVENUE W,1950,"960,000"
2345 EAST 28TH STREET,1935,"920,000"
2367 BRAGG STREET,1955,0
2381 BRIGHAM STREET,1955,0
2347 BRIGHAM STREET,1955,"730,000"
2319 BRIGHAM STREET,1955,0
2456 EAST 12,1930,0
2456 EAST 12TH STREET,1930,"2,050,000"
1215 DOONE COURT,1920,0
1323 AVENUE Y,1930,"1,205,000"
2470 EAST 15TH STREET,1930,0
2446 EAST 16TH STREET,1984,"810,000"
2401 EAST 16TH STREET,1930,0
2428 EAST 17TH STREET,1930,0
1706 AVENUE X,1930,0
2426 EAST 18TH STREET,1930,10
2436 EAST 18TH STREET,1930,0
2473 EAST 19TH STREET,1930,0
2435 EAST 19TH STREET,1930,"950,000"
2517 EAST 21ST STREET,1930,0
2501 EAST 21ST STREET,1930,"1,180,000"
2499 EAST 21ST STREET,1930,"1,310,000"
2414 EAST 23RD STREET,1930,0
2425 EAST 22ND STREET,1930,"990,000"
2464 EAST 24TH STREET,1935,"990,000"
2470 EAST 24TH STREET,1935,0
2411 EAST 23RD STREET,1955,"1,180,000"
2464 EAST 27TH STREET,1940,"990,000"
2469 EAST 28TH STREET,1940,0
2451 EAST 28TH STREET,1940,0
2439 EAST 28TH STREET,1925,"980,000"
2429 EAST 28TH STREET,1940,"1,350,000"
2904 AVENUE X,1950,"1,255,000"
2477 COYLE STREET,1955,0
2449 COYLE STREET,1955,"930,000"
3078 AVENUE X,1955,0
3080 AVENUE X,1955,"1,100,000"
2436 BRIGHAM STREET,1955,"670,000"
2463 BRIGHAM STREET,1955,0
2453 BRIGHAM STREET,1955,0
2520 EAST 12TH STREET,1925,0
2512 EAST 14TH STREET,1935,0
2518 EAST 16TH STREET,1950,0
2567 EAST 16TH STREET,1910,0
2522 EAST 19TH STREET,1935,0
4590 BEDFORD AVENUE,1930,"960,000"
2567 EAST 24TH STREET,1935,"1,200,000"
2547 EAST 24TH STREET,1935,"1,170,000"
2542 EAST 21ST STREET,1930,0
2108 AVENUE Y,1930,0
2512 EAST 23RD STREET,1930,0
2812 AVENUE Y,1940,"1,150,000"
2673 EAST 13TH STREET,1960,0
2667 EAST 14TH ST,1970,0
2668 EAST 23RD STREET,1930,0
2223 VOORHIES AVENUE,1930,0
2302 JEROME AVENUE,1930,0
4683 BEDFORD AVENUE,1930,"1,110,000"
2675 EAST 26TH STREET,1970,"1,140,000"
2639 EAST 27TH STREET,1905,0
2823 VOORHIES AVE,1950,10
2823 VOORHIES AVENUE,1950,"1,130,000"
2630 HARING STREET,1950,0
2656 HARING STREET,1950,0
2674 HARING STREET,1950,10
2956 AVENUE Z,1960,0
2676 BROWN STREET,1960,"1,160,000"
2677 HARING STREET,1960,0
2655 HARING STREET,1960,"850,000"
2655 HARING STREET,1960,"1,200,000"
2639 HARING STREET,1960,"1,200,000"
2621 HARING STREET,1960,"1,075,000"
2978 AVENUE Z,1960,0
2618 BATCHELDER STREET,1960,"1,100,000"
2626 BATCHELDER STREET,1960,0
2652 BATCHELDER STREET,1960,"1,350,000"
2689 BROWN STREET,1960,"1,070,000"
2647 BROWN STREET,1960,0
2635 BROWN STREET,1960,0
2652 FORD STREET,1960,"787,000"
2660 FORD STREET,1960,"757,000"
2668 FORD STREET,1960,0
2686 FORD STREET,1960,"870,000"
2637 BATCHELDER ST,1960,0
2621 BATCHELDER STREET,1960,"980,000"
3043 VOORHIES AVENUE,1930,"850,000"
21 CASS PLACE,1950,"865,563"
1113 BLAKE COURT,1910,0
2753 EAST 11TH STREET,1925,"1,035,000"
3340 SHORE PARKWAY,1920,0
2806 EAST 26TH STREET,1920,0
2721 BATCHELDER STREET,1955,0
2810 BATCHELDER STREET,1920,"446,874"
2815 FORD STREET,1920,"999,000"
1113 AVENUE V,1950,"1,700,000"
2146 EAST 13TH STREET,1970,0
2168 EAST 17TH STREET,1960,0
2121 EAST 24TH STREET,1930,0
2288 EAST 12TH STREET,1930,0
2282 EAST 24TH STREET,1930,0
2255 EAST 24TH STREET,1930,"1,410,000"
2322 E 15TH STREET,1998,0
2316 EAST 23RD STREET,1925,0
2379 E 23RD ST,1930,0
4442 BEDFORD AVENUE,1950,"1,485,000"
1012 AVENUE X,1930,"999,000"
1216 DOONE COURT,1970,0
1216 DOONE COURT,1970,"865,000"
2481 EAST 15TH STREET,1930,"880,000"
2462 EAST 23RD STREET,1930,0
2462 EAST 23RD STREET,1930,"1,470,000"
2429 EAST 22ND STREET,1930,"900,000"
2417 EAST 23RD STREET,1935,0
2410 EAST 28TH STREET,1940,"1,220,000"
3072 AVENUE X,1955,0
1124 AVENUE Y,1930,0
2557 EAST 18TH STREET,1984,0
2683 EAST 11TH STREET,1920,0
2647 EAST 19TH STREET,1965,"1,625,000"
2620 BATCHELDER,1960,0
2744 EAST 11TH STREET,1970,0
1124 BLAKE COURT,1975,0
3964 NOSTRAND AVE,1970,0
2702 BROWN STREET,1960,0
3085 EMMONS AVENUE,1901,"1,500,000"
2814 BRIGHAM STREET,1970,0
2820 BRIGHAM STREET,1970,"1,280,000"
2826 BRIGHAM STREET,1970,"1,285,000"
2842 BRIGHAM ST,1970,0
"2409 EAST 12TH STREET, 1A",2008,0
"2409 E 12TH ST, 2A",2008,"720,000"
"2962 OCEAN AVE, 3",,"495,000"
"2685 EAST 22ND STREET, 3B",2015,0
"2629 EAST 23RD STREET, 3C",1988,"445,000"
"2629 EAST 23 STREET, 3G",1988,"400,000"
"2672 EAST 24TH STREET, 2A",,"715,000"
"4668 BEDFORD AVE, 3C",1999,"580,000"
"2517 VOORHIES AVENUE, 1E",2016,"450,000"
"2517 VOORHIES AVENUE, 1H",2016,"463,000"
"2517 VOORHIES AVE, 2G",2016,"711,757"
"2726 EAST 19TH STREET, A4",1993,0
"1806 VOORHIES AVE, 1E",,"685,000"
"1806 VOORHIES AVENUE, 2A",,0
"3541 LEIF ERICSON DRIVE, B1",2005,"616,041"
"4812 BEDFORD AVE, D-2B",1993,10
"2823 EAST 26TH STREET, 2B",1987,"505,000"
"2811 EAST 26TH STREET, 123",1987,"400,000"
"2806 EAST 27TH STREET, 218",1993,0
"2806 EAST 27TH STREET, 228",1993,"440,000"
"2601 EMMONS AVENUE, 325",,"280,000"
"2827 BROWN STREET, 2B",,0
"2827 BROWN STREET, 2C",,0
"2841 FORD STREET, 1F",2004,"581,000"
"3810 SHORE PARKWAY, 2A",2006,"580,000"
"3814 SHORE PARKWAY, 3C",2006,"655,000"
"3112 EMMONS AVENUE, 3",2007,"19,122,464"
"3112A EMMONS AVENUE, 2",2007,"19,122,464"
"3114 EMMONS AVENUE, 3",2007,"19,122,464"
"3114A EMMONS AVENUE, 2",2007,"19,122,464"
"3116 EMMONS AVENUE, 3",2007,"19,122,464"
"3116A EMMONS AVENUE, 2",2007,"19,122,464"
"3118A EMMONS AVENUE, 2",2007,"19,122,464"
"3120 EMMONS AVENUE, 3",2007,0
"3120A EMMONS AVENUE, 2",2007,"19,122,464"
"3122 EMMONS AVENUE, 3",2007,"19,122,464"
"3124 EMMONS AVENUE, 3",2007,"19,122,464"
"3126 EMMONS AVENUE, 2",2007,"19,122,464"
"3144 EMMONS AVENUE, 101",2007,"19,122,464"
"3144 EMMONS AVENUE, 102",2007,"19,122,464"
"3144 EMMONS AVENUE, 103",2007,"19,122,464"
"3144 EMMONS AVENUE, 104",2007,"19,122,464"
"3144 EMMONS AVENUE, 105",2007,"19,122,464"
"3144 EMMONS AVENUE, 106",2007,"19,122,464"
"3144 EMMONS AVENUE, 107",2007,"19,122,464"
"3144 EMMONS AVENUE, 108",2007,"19,122,464"
"3144 EMMONS AVENUE, 109",2007,"19,122,464"
"3144 EMMONS AVENUE, 201",2007,"19,122,464"
"3144 EMMONS AVENUE, 202",2007,"19,122,464"
"3144 EMMONS AVENUE, 203",2007,"19,122,464"
"3144 EMMONS AVENUE, 204",2007,"19,122,464"
"3144 EMMONS AVENUE, 205",2007,"19,122,464"
"3144 EMMONS AVENUE, 206",2007,"19,122,464"
"3144 EMMONS AVENUE, 207",2007,"19,122,464"
"3144 EMMONS AVENUE, 208",2007,"19,122,464"
"3144 EMMONS AVENUE, 209",2007,"19,122,464"
"3144 EMMONS AVENUE, 210",2007,"19,122,464"
"3144 EMMONS AVENUE, 301",2007,"19,122,464"
"3144 EMMONS AVENUE, 302",2007,"19,122,464"
"3144 EMMONS AVENUE, 303",2007,"19,122,464"
"3144 EMMONS AVENUE, 304",2007,"19,122,464"
"3144 EMMONS AVENUE, 305",2007,"19,122,464"
"3144 EMMONS AVENUE, 306",2007,"19,122,464"
"3144 EMMONS AVENUE, 307",2007,"19,122,464"
"3144 EMMONS AVENUE, 308",2007,"19,122,464"
"3144 EMMONS AVENUE, 309",2007,"19,122,464"
"3144 EMMONS AVENUE, 310",2007,"19,122,464"
"3140A EMMONS AVENUE, 2",2007,"19,122,464"
"3140A EMMONS AVENUE, 1",2007,0
"3140 EMMONS AVENUE, 3",2007,"19,122,464"
